50Hz-Actual,50Hz-Forecast,AMP-Actual,AMP-Forecast,AT-Actual,AT-Forecast,PL-Actual,PL-Forecast,TBW-Actual,TBW-Forecast,TTG-Actual,TTG-Forecast,TTGf-Actual,TTGf-Forecast,50Hzf-Actual,50Hzf-Forecast,FR-Actual,FR-Forecast,FRf-Actual,FRf-Forecast
"1 283,0","1 229,0","603,0","805,0","552,0","276,0","2 334,0","2 465,0","225,0","278,0","641,0","661,0","189,0","176,0","492,0","290,0","5 360,0","5 017,0","521,0","659,0"
"1 331,0","1 235,0","631,0","816,0","552,0","276,0","2 372,0","2 513,0","217,0","290,0","661,0","681,0","195,0","164,0","446,0","290,0","5 764,0","5 017,0","530,0","659,0"
"1 396,0","1 240,0","630,0","827,0","540,0","276,0","2 355,0","2 560,0","217,0","301,0","690,0","701,0","176,0","153,0","448,0","291,0","6 172,0","5 017,0","555,0","659,0"
"1 435,0","1 259,0","659,0","839,0","500,0","280,0","2 434,0","2 569,0","249,0","311,0","743,0","721,0","135,0","146,0","489,0","294,0","6 614,0","5 669,0","572,0","687,0"
"1 465,0","1 299,0","684,0","851,0","488,0","292,0","2 536,0","2 561,0","255,0","322,0","804,0","740,0","100,0","148,0","496,0","303,0","7 004,0","5 669,0","539,0","687,0"
"1 514,0","1 339,0","697,0","864,0","508,0","304,0","2 462,0","2 556,0","282,0","334,0","841,0","758,0","83,0","144,0","486,0","312,0","7 296,0","5 669,0","534,0","687,0"
"1 517,0","1 381,0","694,0","880,0","548,0","316,0","2 432,0","2 552,0","286,0","344,0","860,0","777,0","59,0","142,0","478,0","322,0","7 674,0","5 669,0","573,0","687,0"
"1 536,0","1 433,0","720,0","897,0","588,0","332,0","2 478,0","2 555,0","328,0","354,0","879,0","797,0","55,0","148,0","523,0","332,0","7 922,0","7 036,0","528,0","662,0"
"1 574,0","1 495,0","714,0","915,0","608,0","356,0","2 367,0","2 557,0","348,0","364,0","865,0","815,0","57,0","161,0","508,0","343,0","8 217,0","7 036,0","493,0","662,0"
"1 597,0","1 559,0","741,0","932,0","628,0","384,0","2 408,0","2 561,0","384,0","373,0","877,0","832,0","69,0","173,0","457,0","354,0","8 574,0","7 036,0","487,0","662,0"
"1 659,0","1 625,0","763,0","950,0","612,0","408,0","2 480,0","2 565,0","401,0","382,0","929,0","847,0","92,0","187,0","486,0","365,0","8 844,0","7 036,0","463,0","662,0"
"1 704,0","1 691,0","809,0","968,0","648,0","432,0","2 445,0","2 594,0","393,0","392,0","910,0","870,0","112,0","203,0","530,0","374,0","9 093,0","8 081,0","477,0","660,0"
"1 736,0","1 755,0","831,0","988,0","644,0","464,0","2 503,0","2 638,0","388,0","401,0","909,0","906,0","137,0","227,0","544,0","377,0","9 246,0","8 081,0","481,0","660,0"
"1 807,0","1 819,0","898,0","1 008,0","648,0","496,0","2 520,0","2 681,0","381,0","409,0","892,0","946,0","167,0","258,0","549,0","380,0","9 422,0","8 081,0","439,0","660,0"
"1 854,0","1 880,0","908,0","1 028,0","720,0","532,0","2 643,0","2 725,0","372,0","416,0","910,0","991,0","228,0","288,0","561,0","382,0","9 598,0","8 081,0","435,0","660,0"
"1 898,0","1 915,0","945,0","1 051,0","780,0","564,0","2 771,0","2 732,0","371,0","423,0","883,0","854,0","302,0","296,0","530,0","385,0","9 671,0","8 727,0","480,0","766,0"
"1 931,0","1 927,0","1 000,0","1 074,0","800,0","596,0","2 861,0","2 715,0","349,0","431,0","904,0","903,0","356,0","332,0","508,0","394,0","9 754,0","8 727,0","507,0","766,0"
"1 956,0","1 940,0","1 036,0","1 097,0","824,0","628,0","2 732,0","2 698,0","373,0","438,0","945,0","954,0","395,0","369,0","508,0","402,0","9 834,0","8 727,0","529,0","766,0"
"1 907,0","1 948,0","1 035,0","1 121,0","892,0","656,0","2 753,0","2 681,0","368,0","445,0","999,0","1 006,0","424,0","405,0","528,0","411,0","9 938,0","8 727,0","575,0","766,0"
"1 835,0","1 937,0","1 067,0","1 145,0","952,0","688,0","2 796,0","2 654,0","361,0","452,0","1 067,0","1 052,0","450,0","435,0","548,0","424,0","10 069,0","9 083,0","675,0","809,0"
"1 755,0","1 897,0","1 142,0","1 170,0","1 048,0","728,0","2 802,0","2 628,0","360,0","456,0","1 106,0","1 094,0","485,0","456,0","588,0","446,0","10 115,0","9 083,0","746,0","809,0"
"1 652,0","1 858,0","1 179,0","1 194,0","1 112,0","768,0","2 608,0","2 602,0","356,0","461,0","1 124,0","1 135,0","522,0","478,0","625,0","467,0","10 071,0","9 083,0","843,0","809,0"
"1 597,0","1 818,0","1 213,0","1 216,0","1 168,0","804,0","2 717,0","2 576,0","315,0","465,0","1 187,0","1 175,0","523,0","501,0","615,0","488,0","10 139,0","9 083,0","907,0","809,0"
"1 537,0","1 780,0","1 261,0","1 236,0","1 248,0","840,0","2 629,0","2 546,0","338,0","467,0","1 245,0","1 205,0","532,0","527,0","588,0","512,0","10 093,0","9 038,0","897,0","888,0"
"1 517,0","1 737,0","1 268,0","1 237,0","1 308,0","860,0","2 527,0","2 515,0","311,0","466,0","1 275,0","1 209,0","561,0","553,0","557,0","539,0","10 042,0","9 038,0","906,0","888,0"
"1 463,0","1 694,0","1 263,0","1 235,0","1 404,0","880,0","2 496,0","2 483,0","325,0","465,0","1 311,0","1 214,0","537,0","576,0","615,0","566,0","10 010,0","9 038,0","878,0","888,0"
"1 397,0","1 653,0","1 245,0","1 229,0","1 428,0","900,0","2 515,0","2 451,0","325,0","464,0","1 347,0","1 223,0","543,0","601,0","614,0","593,0","10 111,0","9 038,0","876,0","888,0"
"1 379,0","1 642,0","1 168,0","1 219,0","1 464,0","920,0","2 600,0","2 440,0","322,0","463,0","1 345,0","1 242,0","589,0","631,0","620,0","619,0","10 004,0","8 717,0","861,0","999,0"
"1 404,0","1 684,0","1 153,0","1 215,0","1 560,0","944,0","2 615,0","2 441,0","347,0","467,0","1 307,0","1 325,0","657,0","665,0","608,0","641,0","9 762,0","8 717,0","914,0","999,0"
"1 444,0","1 725,0","1 199,0","1 213,0","1 700,0","968,0","2 580,0","2 442,0","358,0","472,0","1 346,0","1 407,0","726,0","696,0","586,0","663,0","9 568,0","8 717,0","1 006,0","999,0"
"1 536,0","1 768,0","1 215,0","1 215,0","1 772,0","992,0","2 635,0","2 443,0","375,0","479,0","1 410,0","1 486,0","751,0","724,0","605,0","685,0","9 408,0","8 717,0","1 045,0","999,0"
"1 689,0","1 820,0","1 233,0","1 217,0","1 672,0","1 020,0","2 577,0","2 461,0","410,0","486,0","1 531,0","1 569,0","723,0","755,0","659,0","699,0","9 240,0","7 837,0","1 065,0","1 066,0"
"1 866,0","1 888,0","1 262,0","1 264,0","1 632,0","1 048,0","2 548,0","2 476,0","426,0","508,0","1 618,0","1 683,0","664,0","791,0","656,0","702,0","8 919,0","7 837,0","1 108,0","1 066,0"
"1 984,0","1 956,0","1 297,0","1 312,0","1 684,0","1 076,0","2 559,0","2 492,0","451,0","533,0","1 681,0","1 796,0","674,0","819,0","585,0","704,0","8 764,0","7 837,0","1 102,0","1 066,0"
"2 122,0","2 021,0","1 333,0","1 355,0","1 716,0","1 104,0","2 596,0","2 507,0","486,0","554,0","1 761,0","1 893,0","704,0","850,0","487,0","708,0","8 620,0","7 837,0","1 111,0","1 066,0"
"2 278,0","2 104,0","1 389,0","1 396,0","1 752,0","1 136,0","2 654,0","2 526,0","498,0","576,0","1 806,0","1 985,0","792,0","884,0","389,0","705,0","8 662,0","8 230,0","1 117,0","1 130,0"
"2 430,0","2 205,0","1 412,0","1 436,0","1 816,0","1 152,0","2 723,0","2 546,0","515,0","597,0","1 847,0","2 070,0","901,0","949,0","316,0","684,0","8 789,0","8 230,0","1 111,0","1 130,0"
"2 552,0","2 306,0","1 445,0","1 478,0","1 816,0","1 168,0","2 715,0","2 565,0","549,0","619,0","1 860,0","2 147,0","1 023,0","1 007,0","261,0","664,0","8 938,0","8 230,0","1 088,0","1 130,0"
"2 704,0","2 407,0","1 451,0","1 524,0","1 716,0","1 180,0","2 761,0","2 584,0","575,0","639,0","1 890,0","2 213,0","1 119,0","1 069,0","268,0","645,0","9 003,0","8 230,0","1 110,0","1 130,0"
"2 879,0","2 488,0","1 472,0","1 580,0","1 688,0","1 192,0","2 645,0","2 588,0","620,0","660,0","1 859,0","2 266,0","1 185,0","1 135,0","333,0","631,0","9 011,0","8 437,0","1 106,0","1 150,0"
"3 018,0","2 544,0","1 497,0","1 628,0","1 800,0","1 200,0","2 607,0","2 587,0","628,0","678,0","1 851,0","2 311,0","1 201,0","1 190,0","380,0","627,0","8 982,0","8 437,0","1 084,0","1 150,0"
"3 119,0","2 594,0","1 520,0","1 664,0","1 932,0","1 204,0","2 595,0","2 587,0","686,0","695,0","1 862,0","2 361,0","1 353,0","1 247,0","440,0","623,0","9 114,0","8 437,0","1 081,0","1 150,0"
"3 253,0","2 640,0","1 587,0","1 688,0","1 988,0","1 212,0","2 515,0","2 587,0","717,0","709,0","1 855,0","2 407,0","1 511,0","1 305,0","477,0","618,0","9 241,0","8 437,0","1 078,0","1 150,0"
"3 302,0","2 656,0","1 574,0","1 704,0","2 012,0","1 216,0","2 578,0","2 567,0","715,0","720,0","1 820,0","2 444,0","1 633,0","1 339,0","483,0","621,0","9 229,0","8 515,0","1 095,0","1 134,0"
"3 333,0","2 644,0","1 508,0","1 714,0","2 008,0","1 208,0","2 537,0","2 542,0","719,0","730,0","1 745,0","2 477,0","1 643,0","1 349,0","489,0","643,0","9 346,0","8 515,0","1 083,0","1 134,0"
"3 340,0","2 632,0","1 469,0","1 723,0","1 996,0","1 200,0","2 506,0","2 516,0","691,0","739,0","1 720,0","2 508,0","1 659,0","1 358,0","517,0","664,0","9 452,0","8 515,0","1 099,0","1 134,0"
"3 365,0","2 616,0","1 441,0","1 720,0","2 048,0","1 192,0","2 406,0","2 491,0","680,0","743,0","1 750,0","2 535,0","1 673,0","1 362,0","560,0","685,0","9 450,0","8 515,0","1 132,0","1 134,0"
"3 302,0","2 588,0","1 429,0","1 704,0","2 060,0","1 184,0","2 367,0","2 453,0","701,0","746,0","1 777,0","2 549,0","1 713,0","1 359,0","609,0","716,0","9 146,0","8 169,0","1 137,0","1 114,0"
"3 250,0","2 561,0","1 447,0","1 681,0","1 940,0","1 192,0","2 434,0","2 409,0","693,0","745,0","1 793,0","2 542,0","1 668,0","1 340,0","653,0","766,0","8 917,0","8 169,0","1 122,0","1 114,0"
"3 145,0","2 533,0","1 412,0","1 655,0","1 784,0","1 196,0","2 398,0","2 365,0","732,0","745,0","1 819,0","2 535,0","1 658,0","1 320,0","711,0","816,0","8 865,0","8 169,0","1 116,0","1 114,0"
"3 014,0","2 505,0","1 373,0","1 627,0","1 700,0","1 204,0","2 333,0","2 321,0","727,0","745,0","1 831,0","2 527,0","1 664,0","1 297,0","771,0","866,0","8 791,0","8 169,0","1 131,0","1 114,0"
"2 935,0","2 486,0","1 327,0","1 596,0","1 648,0","1 208,0","2 288,0","2 287,0","685,0","745,0","1 897,0","2 524,0","1 700,0","1 294,0","804,0","909,0","8 757,0","7 774,0","1 137,0","1 063,0"
"2 891,0","2 477,0","1 361,0","1 560,0","1 524,0","1 204,0","2 145,0","2 263,0","667,0","740,0","2 038,0","2 520,0","1 684,0","1 319,0","792,0","933,0","8 651,0","7 774,0","1 123,0","1 063,0"
"2 820,0","2 468,0","1 402,0","1 524,0","1 364,0","1 200,0","2 090,0","2 239,0","636,0","735,0","2 180,0","2 516,0","1 700,0","1 344,0","802,0","958,0","8 524,0","7 774,0","1 107,0","1 063,0"
"2 812,0","2 456,0","1 467,0","1 493,0","1 248,0","1 200,0","2 096,0","2 215,0","630,0","732,0","2 318,0","2 524,0","1 705,0","1 368,0","787,0","982,0","8 369,0","7 774,0","1 098,0","1 063,0"
"2 791,0","2 870,0","1 484,0","1 357,0","1 276,0","1 160,0","2 090,0","1 990,0","598,0","636,0","2 479,0","2 150,0","1 729,0","1 745,0","787,0","698,0","8 286,0","7 645,0","1 090,0","1 072,0"
"2 747,0","2 812,0","1 506,0","1 323,0","1 260,0","1 192,0","2 037,0","2 008,0","600,0","617,0","2 568,0","2 355,0","1 765,0","1 753,0","791,0","742,0","8 189,0","7 645,0","1 065,0","1 072,0"
"2 680,0","2 756,0","1 556,0","1 297,0","1 280,0","1 248,0","1 984,0","1 970,0","595,0","595,0","2 656,0","2 474,0","1 737,0","1 696,0","787,0","780,0","8 170,0","7 645,0","1 053,0","1 072,0"
"2 577,0","2 681,0","1 581,0","1 278,0","1 284,0","1 268,0","1 977,0","1 931,0","614,0","599,0","2 713,0","2 678,0","1 721,0","1 719,0","846,0","838,0","8 147,0","7 645,0","1 080,0","1 072,0"
"2 414,0","2 608,0","1 574,0","1 271,0","1 268,0","1 296,0","2 042,0","1 997,0","618,0","598,0","2 811,0","2 751,0","1 729,0","1 730,0","954,0","921,0","8 061,0","7 426,0","1 104,0","1 059,0"
"2 338,0","2 544,0","1 528,0","1 269,0","1 276,0","1 328,0","2 123,0","2 016,0","627,0","614,0","2 879,0","2 879,0","1 781,0","1 771,0","1 054,0","979,0","8 012,0","7 426,0","1 117,0","1 059,0"
"2 295,0","2 517,0","1 506,0","1 260,0","1 316,0","1 364,0","2 099,0","2 072,0","594,0","616,0","2 967,0","2 946,0","1 826,0","1 788,0","1 083,0","1 027,0","7 934,0","7 426,0","1 104,0","1 059,0"
"2 269,0","2 488,0","1 495,0","1 249,0","1 380,0","1 380,0","2 126,0","2 136,0","587,0","621,0","3 052,0","3 061,0","1 789,0","1 799,0","1 049,0","1 055,0","7 901,0","7 426,0","1 097,0","1 059,0"
"2 283,0","2 494,0","1 453,0","1 235,0","1 456,0","1 384,0","2 087,0","2 125,0","612,0","594,0","3 112,0","3 122,0","1 717,0","1 817,0","1 063,0","1 080,0","7 955,0","7 195,0","1 092,0","991,0"
"2 277,0","2 524,0","1 437,0","1 222,0","1 488,0","1 380,0","2 239,0","2 115,0","616,0","588,0","3 196,0","3 225,0","1 700,0","1 839,0","1 105,0","1 123,0","8 043,0","7 195,0","1 074,0","991,0"
"2 269,0","2 550,0","1 407,0","1 208,0","1 480,0","1 380,0","2 386,0","2 202,0","652,0","606,0","3 286,0","3 300,0","1 746,0","1 855,0","1 152,0","1 161,0","8 011,0","7 195,0","1 040,0","991,0"
"2 281,0","2 589,0","1 372,0","1 196,0","1 524,0","1 384,0","2 415,0","2 354,0","638,0","609,0","3 399,0","3 381,0","1 735,0","1 831,0","1 109,0","1 178,0","8 021,0","7 195,0","1 009,0","991,0"
"2 325,0","2 629,0","1 376,0","1 350,0","1 576,0","1 384,0","2 481,0","2 446,0","634,0","636,0","3 459,0","3 449,0","1 615,0","1 817,0","1 156,0","1 200,0","8 046,0","6 992,0","978,0","934,0"
"2 355,0","2 664,0","1 409,0","1 337,0","1 632,0","1 376,0","2 535,0","2 500,0","655,0","623,0","3 493,0","3 548,0","1 523,0","1 820,0","1 247,0","1 228,0","7 974,0","6 992,0","944,0","934,0"
"2 352,0","2 689,0","1 422,0","1 328,0","1 676,0","1 372,0","2 601,0","2 589,0","683,0","617,0","3 571,0","3 652,0","1 483,0","1 807,0","1 365,0","1 305,0","7 882,0","6 992,0","940,0","934,0"
"2 300,0","2 714,0","1 408,0","1 319,0","1 688,0","1 364,0","2 687,0","2 685,0","701,0","633,0","3 571,0","3 691,0","1 440,0","1 773,0","1 422,0","1 336,0","7 839,0","6 992,0","922,0","934,0"
"2 320,0","2 728,0","1 403,0","1 314,0","1 668,0","1 352,0","2 835,0","2 730,0","683,0","654,0","3 603,0","3 745,0","1 397,0","1 718,0","1 461,0","1 340,0","7 855,0","6 841,0","887,0","886,0"
"2 329,0","2 758,0","1 422,0","1 336,0","1 648,0","1 332,0","2 894,0","2 859,0","662,0","667,0","3 632,0","3 744,0","1 397,0","1 670,0","1 491,0","1 347,0","7 842,0","6 841,0","939,0","886,0"
"2 371,0","2 776,0","1 453,0","1 364,0","1 608,0","1 312,0","2 921,0","3 067,0","665,0","652,0","3 699,0","3 758,0","1 432,0","1 603,0","1 427,0","1 342,0","7 924,0","6 841,0","938,0","886,0"
"2 402,0","2 819,0","1 536,0","1 396,0","1 540,0","1 300,0","3 016,0","3 147,0","646,0","635,0","3 660,0","3 749,0","1 376,0","1 535,0","1 324,0","1 307,0","7 970,0","6 841,0","930,0","886,0"
"2 366,0","2 828,0","1 645,0","1 430,0","1 548,0","1 304,0","3 051,0","3 206,0","630,0","636,0","3 562,0","3 780,0","1 346,0","1 502,0","1 275,0","1 274,0","8 002,0","6 892,0","950,0","863,0"
"2 309,0","2 803,0","1 792,0","1 479,0","1 552,0","1 296,0","3 014,0","3 302,0","677,0","626,0","3 630,0","3 791,0","1 343,0","1 480,0","1 218,0","1 254,0","8 068,0","6 892,0","955,0","863,0"
"2 225,0","2 781,0","1 911,0","1 529,0","1 528,0","1 312,0","3 050,0","3 261,0","701,0","615,0","3 626,0","3 706,0","1 445,0","1 473,0","1 231,0","1 241,0","7 926,0","6 892,0","869,0","863,0"
"2 186,0","2 741,0","2 008,0","1 561,0","1 456,0","1 296,0","3 091,0","3 279,0","727,0","652,0","3 661,0","3 621,0","1 453,0","1 442,0","1 327,0","1 267,0","7 876,0","6 892,0","791,0","863,0"
"2 193,0","2 717,0","2 121,0","1 875,0","1 404,0","1 284,0","3 087,0","3 192,0","747,0","670,0","3 757,0","3 614,0","1 470,0","1 457,0","1 371,0","1 295,0","7 775,0","6 947,0","751,0","815,0"
"2 152,0","2 671,0","2 228,0","1 879,0","1 436,0","1 276,0","3 092,0","3 269,0","755,0","708,0","3 676,0","3 640,0","1 525,0","1 473,0","1 441,0","1 318,0","7 712,0","6 947,0","750,0","815,0"
"2 132,0","2 667,0","2 285,0","1 866,0","1 432,0","1 264,0","3 168,0","3 180,0","758,0","712,0","3 489,0","3 626,0","1 571,0","1 502,0","1 475,0","1 329,0","7 667,0","6 947,0","700,0","815,0"
"2 140,0","2 649,0","2 291,0","1 832,0","1 400,0","1 256,0","3 248,0","3 205,0","742,0","716,0","3 404,0","3 731,0","1 576,0","1 510,0","1 410,0","1 312,0","7 690,0","6 947,0","676,0","815,0"
"2 175,0","2 652,0","2 254,0","1 781,0","1 428,0","1 256,0","3 183,0","3 265,0","707,0","714,0","3 358,0","3 598,0","1 601,0","1 531,0","1 336,0","1 294,0","7 711,0","7 343,0","716,0","796,0"
"2 164,0","2 672,0","2 160,0","1 720,0","1 536,0","1 268,0","3 225,0","3 209,0","678,0","690,0","3 275,0","3 398,0","1 697,0","1 578,0","1 339,0","1 280,0","7 776,0","7 343,0","731,0","796,0"
"2 100,0","2 672,0","2 036,0","1 660,0","1 604,0","1 280,0","3 217,0","3 239,0","688,0","670,0","3 169,0","3 242,0","1 754,0","1 600,0","1 421,0","1 290,0","7 857,0","7 343,0","737,0","796,0"
"2 035,0","2 665,0","1 929,0","1 593,0","1 588,0","1 288,0","3 163,0","3 270,0","706,0","646,0","3 013,0","3 144,0","1 773,0","1 611,0","1 455,0","1 300,0","7 687,0","7 343,0","768,0","796,0"
"2 011,0","2 626,0","1 838,0","1 522,0","1 544,0","1 284,0","3 106,0","3 304,0","691,0","619,0","2 864,0","3 056,0","1 820,0","1 629,0","1 419,0","1 281,0","7 511,0","7 204,0","798,0","821,0"
"2 029,0","2 554,0","1 764,0","1 447,0","1 528,0","1 208,0","3 238,0","3 348,0","677,0","590,0","2 861,0","2 971,0","1 845,0","1 656,0","1 399,0","1 271,0","7 282,0","7 204,0","833,0","821,0"
"2 037,0","2 507,0","1 589,0","1 370,0","1 484,0","1 128,0","3 350,0","3 391,0","654,0","560,0","2 937,0","2 884,0","1 878,0","1 678,0","1 418,0","1 239,0","6 975,0","7 204,0","862,0","821,0"
"1 975,0","2 444,0","1 384,0","1 290,0","1 428,0","1 052,0","3 377,0","3 435,0","609,0","521,0","2 900,0","2 788,0","1 884,0","1 702,0","1 450,0","1 225,0","6 622,0","7 204,0","847,0","821,0"
"1 944,0","1 878,0","1 204,0","1 211,0","1 388,0","980,0","3 406,0","3 803,0","560,0","495,0","2 893,0","2 701,0","1 901,0","1 726,0","1 437,0","1 333,0","6 227,0","7 262,0","850,0","826,0"
"1 978,0","1 880,0","1 099,0","1 120,0","1 284,0","952,0","3 487,0","3 874,0","513,0","464,0","2 869,0","2 664,0","1 966,0","1 773,0","1 457,0","1 328,0","5 703,0","7 262,0","822,0","826,0"
"1 964,0","1 881,0","960,0","1 034,0","1 200,0","928,0","3 569,0","3 942,0","483,0","434,0","2 800,0","2 625,0","2 047,0","1 822,0","1 489,0","1 323,0","5 240,0","7 262,0","792,0","826,0"
"1 974,0","1 884,0","831,0","960,0","1 176,0","900,0","3 534,0","4 008,0","424,0","409,0","2 779,0","2 595,0","2 153,0","1 862,0","1 513,0","1 319,0","4 914,0","7 262,0","796,0","826,0"
"1 979,0","1 890,0","733,0","895,0","1 132,0","864,0","3 569,0","4 057,0","362,0","387,0","2 627,0","2 566,0","2 193,0","1 903,0","1 539,0","1 320,0","4 663,0","3 991,0","788,0","791,0"
"2 014,0","1 902,0","708,0","876,0","1 024,0","808,0","3 624,0","4 097,0","331,0","380,0","2 458,0","2 551,0","2 164,0","1 939,0","1 528,0","1 339,0","4 596,0","3 991,0","766,0","791,0"
"2 025,0","1 914,0","655,0","858,0","948,0","756,0","3 705,0","4 133,0","306,0","372,0","2 338,0","2 536,0","2 182,0","1 973,0","1 518,0","1 357,0","4 493,0","3 991,0","741,0","791,0"
"2 069,0","1 925,0","618,0","836,0","960,0","700,0","3 655,0","4 167,0","301,0","365,0","2 286,0","2 521,0","2 271,0","2 007,0","1 514,0","1 376,0","4 361,0","3 991,0","703,0","791,0"
"2 057,0","1 950,0","583,0","815,0","968,0","652,0","3 761,0","4 267,0","285,0","357,0","2 253,0","2 517,0","2 290,0","2 029,0","1 528,0","1 394,0","4 256,0","3 624,0","669,0","680,0"
"2 075,0","2 006,0","517,0","784,0","956,0","640,0","3 861,0","4 393,0","231,0","348,0","2 200,0","2 532,0","2 221,0","2 052,0","1 525,0","1 401,0","4 210,0","3 624,0","605,0","680,0"
"2 079,0","2 061,0","504,0","756,0","984,0","628,0","3 853,0","4 522,0","234,0","339,0","2 258,0","2 547,0","2 183,0","2 077,0","1 497,0","1 409,0","4 112,0","3 624,0","556,0","680,0"
"2 026,0","2 118,0","437,0","733,0","996,0","620,0","3 833,0","4 656,0","135,0","331,0","2 031,0","2 572,0","2 090,0","2 102,0","1 462,0","1 420,0","3 998,0","3 624,0","530,0","680,0"
"1 970,0","2 188,0","489,0","710,0","1 024,0","616,0","3 914,0","4 764,0","123,0","323,0","2 152,0","2 614,0","2 292,0","2 124,0","1 500,0","1 429,0","3 887,0","3 336,0","532,0","617,0"
"2 050,0","2 270,0","412,0","688,0","1 024,0","620,0","4 056,0","4 867,0","113,0","314,0","1 938,0","2 674,0","2 116,0","2 177,0","1 505,0","1 438,0","3 756,0","3 336,0","540,0","617,0"
"1 937,0","2 354,0","366,0","666,0","988,0","628,0","4 068,0","4 972,0","105,0","306,0","1 940,0","2 745,0","2 079,0","2 219,0","1 475,0","1 447,0","3 645,0","3 336,0","509,0","617,0"
"1 771,0","2 440,0","302,0","648,0","1 020,0","636,0","4 156,0","5 079,0","100,0","297,0","1 688,0","2 821,0","2 213,0","2 269,0","1 461,0","1 456,0","3 480,0","3 336,0","497,0","617,0"
"1 644,0","2 516,0","307,0","631,0","1 084,0","640,0","4 112,0","5 160,0","95,0","287,0","1 765,0","2 895,0","2 172,0","2 317,0","1 465,0","1 464,0","3 335,0","2 923,0","494,0","574,0"
"1 699,0","2 580,0","255,0","620,0","1 096,0","636,0","4 131,0","5 226,0","95,0","279,0","1 824,0","2 964,0","2 231,0","2 372,0","1 476,0","1 469,0","3 212,0","2 923,0","500,0","574,0"
